의안번호,의안명(한글),제안일,소관위
2124969,장애인복지법 일부개정법률안,2023-09-27,보건복지위원회
2124968,액화석유가스의 안전관리 및 사업법 일부개정법률안,2023-09-27,산업통상자원중소벤처기업위원회
2124967,변호사법 일부개정법률안,2023-09-27,법제사법위원회
2124966,전북특별자치도 설치 등에 관한 특별법 일부개정법률안,2023-09-27,행정안전위원회
2124964,아동복지법 일부개정법률안,2023-09-27,보건복지위원회
2124963,형사소송법 일부개정법률안,2023-09-27,법제사법위원회
2124962,농어업인 삶의 질 향상 및 농어촌지역 개발촉진에 관한 특별법 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124961,약사법 일부개정법률안,2023-09-27,보건복지위원회
2124960,상법 일부개정법률안,2023-09-27,법제사법위원회
2124959,여권법 일부개정법률안,2023-09-27,외교통일위원회
2124957,국민건강증진법 일부개정법률안,2023-09-27,보건복지위원회
2124971,공직자윤리법 일부개정법률안,2023-09-27,행정안전위원회
2124956,박물관 및 미술관 진흥법 일부개정법률안,2023-09-27,문화체육관광위원회
2124955,수소경제 육성 및 수소 안전관리에 관한 법률 일부개정법률안,2023-09-27,산업통상자원중소벤처기업위원회
2124954,첨단재생의료 및 첨단바이오의약품 안전 및 지원에 관한 법률  일부개정법률안,2023-09-27,보건복지위원회
2124953,가맹사업 진흥에 관한 법률 일부개정법률안,2023-09-27,산업통상자원중소벤처기업위원회
2124952,국가재정법 일부개정법률안,2023-09-27,기획재정위원회
2124951,공탁법 일부개정법률안,2023-09-27,법제사법위원회
2124950,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2023-09-27,환경노동위원회
2124949,국세기본법 일부개정법률안,2023-09-27,기획재정위원회
2124948,해양폐기물 및 해양오염퇴적물 관리법 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124947,국적법 일부개정법률안,2023-09-27,법제사법위원회
2124970,대전특별자치시 설치 등에 관한 특별법안,2023-09-27,행정안전위원회
2124972,군인사법 일부개정법률안,2023-09-27,국방위원회
2124945,군인복지기본법 일부개정법률안,2023-09-27,국방위원회
2124985,지방세법 일부개정법률안,2023-09-27,행정안전위원회
2124894,폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 일부개정법률안,2023-09-27,환경노동위원회
2124995,회사법안,2023-09-27,법제사법위원회
2124994,환경정책기본법 일부개정법률안,2023-09-27,환경노동위원회
2124993,행정기본법 일부개정법률안,2023-09-27,법제사법위원회
2124992,발전소주변지역 지원에 관한 법률 일부개정법률안,2023-09-27,산업통상자원중소벤처기업위원회
2124991,교통시설특별회계법 일부개정법률안,2023-09-27,국토교통위원회
2124990,초·중등교육법 일부개정법률안,2023-09-27,교육위원회
2124988,대·중소기업 상생협력 촉진에 관한 법률 일부개정법률안,2023-09-27,산업통상자원중소벤처기업위원회
2124987,국가인권위원회법 일부개정법률안,2023-09-27,국회운영위원회
2124986,고위공직자범죄수사처 설치 및 운영에 관한 법률 일부개정법률안,2023-09-27,법제사법위원회
2124984,군인복지기본법 일부개정법률안,2023-09-27,국방위원회
2124973,군무원인사법 일부개정법률안,2023-09-27,국방위원회
2124983,아동·청소년의 성보호에 관한 법률 일부개정법률안,2023-09-27,여성가족위원회
2124982,해외긴급구호에 관한 법률 일부개정법률안,2023-09-27,외교통일위원회
2124981,기부금품의 모집 및 사용에 관한 법률 일부개정법률안,2023-09-27,행정안전위원회
2124980,국가재정법 일부개정법률안,2023-09-27,기획재정위원회
2124979,도로교통법 일부개정법률안,2023-09-27,행정안전위원회
2124978,일본 원전오염수 해양방류에 따른 피해 어업인등 지원 및 피해지역 복원 등에 관한 특별법안,2023-09-27,농림축산식품해양수산위원회
2124977,예비군법 일부개정법률안,2023-09-27,국방위원회
2124976,에너지이용 합리화법 전부개정법률안,2023-09-27,산업통상자원중소벤처기업위원회
2124975,재외국민등록법 일부개정법률안,2023-09-27,외교통일위원회
2124974,공휴일에 관한 법률 일부개정법률안,2023-09-27,행정안전위원회
2124946,고용정책 기본법 일부개정법률안,2023-09-27,환경노동위원회
2124965,금융중심지의 조성과 발전에 관한 법률 일부개정법률안,2023-09-27,정무위원회
2124944,근로기준법 일부개정법률안,2023-09-27,환경노동위원회
2124919,도시공원 및 녹지 등에 관한 법률 일부개정법률안,2023-09-27,국토교통위원회
2124917,도시숲 등의 조성 및 관리에 관한 법률 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124916,산림기술 진흥 및 관리에 관한 법률 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124915,산업재해보상보험법 일부개정법률안,2023-09-27,환경노동위원회
2124914,기상관측표준화법 일부개정법률안,2023-09-27,환경노동위원회
2124913,새마을운동조직 육성법 일부개정법률안,2023-09-27,행정안전위원회
2124912,산업안전보건법 일부개정법률안,2023-09-27,환경노동위원회
2124911,부동산소유권 이전등기 등에 관한 특별조치법안,2023-09-27,법제사법위원회
2124910,벤처투자 촉진에 관한 법률 일부개정법률안,2023-09-27,산업통상자원중소벤처기업위원회
2124909,국가회계법 일부개정법률안,2023-09-27,기획재정위원회
2124908,국가재정법 일부개정법률안,2023-09-27,기획재정위원회
2124907,한국은행법 일부개정법률안,2023-09-27,기획재정위원회
2124906,주민등록법 일부개정법률안,2023-09-27,행정안전위원회
2124905,조세특례제한법 일부개정법률안,2023-09-27,기획재정위원회
2124904,산업집적활성화 및 공장설립에 관한 법률 일부개정법률안,2023-09-27,산업통상자원중소벤처기업위원회
2124903,아동·청소년의 성보호에 관한 법률 일부개정법률안,2023-09-27,여성가족위원회
2124902,소하천정비법 일부개정법률안,2023-09-27,행정안전위원회
2124901,지방자치법 일부개정법률안,2023-09-27,행정안전위원회
2124900,국가재정법 일부개정법률안,2023-09-27,기획재정위원회
2124943,낚시 관리 및 육성법 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124898,장애인연금법 일부개정법률안,2023-09-27,보건복지위원회
2124897,축산자조금의 조성 및 운용에 관한 법률 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124896,통계법 일부개정법률안,2023-09-27,기획재정위원회
2124895,경찰관 직무집행법 일부개정법률안,2023-09-27,행정안전위원회
2124918,공탁법 일부개정법률안,2023-09-27,법제사법위원회
2124899,국민연금법 일부개정법률안,2023-09-27,보건복지위원회
2124920,소형드론의 안전관리 및 사업 등에 관한 법률안,2023-09-27,국토교통위원회
2124932,물환경보전법 일부개정법률안,2023-09-27,환경노동위원회
2124921,표시·광고의 공정화에 관한 법률 일부개정법률안,2023-09-27,정무위원회
2124942,주차장법 일부개정법률안,2023-09-27,국토교통위원회
2124940,형사소송법 일부개정법률안,2023-09-27,법제사법위원회
2124939,도로교통법 일부개정법률안,2023-09-27,행정안전위원회
2124938,소비자기본법 일부개정법률안,2023-09-27,정무위원회
2124937,옥외광고물 등의 관리와 옥외광고산업 진흥에 관한 법률 일부개정법률안,2023-09-27,행정안전위원회
2124936,전세사기피해자 지원 및 주거안정에 관한 특별법 일부개정법률안,2023-09-27,국토교통위원회
2124935,참전유공자 예우 및 단체설립에 관한 법률 일부개정법률안,2023-09-27,정무위원회
2124934,대·중소기업 상생협력 촉진에 관한 법률 일부개정법률안,2023-09-27,산업통상자원중소벤처기업위원회
2124933,국민건강증진법 일부개정법률안,2023-09-27,보건복지위원회
2124941,건축법 일부개정법률안,2023-09-27,국토교통위원회
2124931,주민등록법 일부개정법률안,2023-09-27,행정안전위원회
2124929,국토의 계획 및 이용에 관한 법률 일부개정법률안,2023-09-27,국토교통위원회
2124928,소득세법 일부개정법률안,2023-09-27,기획재정위원회
2124927,국어기본법 일부개정법률안,2023-09-27,문화체육관광위원회
2124926,토양환경보전법 일부개정법률안,2023-09-27,환경노동위원회
2124925,진실·화해를 위한 과거사정리 기본법 일부개정법률안,2023-09-27,행정안전위원회
2124924,해양폐기물 및 해양오염퇴적물 관리법 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124922,해양환경 보전 및 활용에 관한 법률 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124923,마약류 관리에 관한 법률 일부개정법률안,2023-09-27,보건복지위원회
2124930,여객자동차 운수사업법 일부개정법률안,2023-09-27,국토교통위원회
2124729,보험업법 일부개정법률안,2023-09-26,정무위원회
2124731,전기통신사업법 일부개정법률안,2023-09-26,과학기술정보방송통신위원회
2124730,악취방지법 일부개정법률안,2023-09-26,환경노동위원회
2124725,부담금관리 기본법 일부개정법률안,2023-09-26,기획재정위원회
2124728,공직선거법 일부개정법률안,2023-09-26,정치개혁특별위원회
2124727,국가재정법 일부개정법률안,2023-09-26,기획재정위원회
2124726,도로교통법 일부개정법률안,2023-09-26,행정안전위원회
2124724,댐건설·관리 및 주변지역지원 등에 관한 법률 일부개정법률안,2023-09-26,환경노동위원회
2124732,군사법원법 일부개정법률안,2023-09-26,법제사법위원회
2124737,장애인 건강권 및 의료접근성 보장에 관한 법률 일부개정법률안,2023-09-26,보건복지위원회
2124733,노인장기요양보험법 일부개정법률안,2023-09-26,보건복지위원회
2124734,가축분뇨의 관리 및 이용에 관한 법률 일부개정법률안,2023-09-26,환경노동위원회
2124735,국제개발협력기본법 일부개정법률안,2023-09-26,외교통일위원회
2124736,방송통신발전 기본법 일부개정법률안,2023-09-26,과학기술정보방송통신위원회
2124738,한국국제협력단법 일부개정법률안,2023-09-26,외교통일위원회
2124739,군수품관리법 일부개정법률안,2023-09-26,국방위원회
2124740,농지법 일부개정법률안,2023-09-26,농림축산식품해양수산위원회
2124741,아동·청소년의 성보호에 관한 법률 일부개정법률안,2023-09-26,여성가족위원회
2124722,물관리기본법  일부개정법률안,2023-09-26,환경노동위원회
2124742,응급의료에 관한 법률 일부개정법률안,2023-09-26,보건복지위원회
2124723,감염병의 예방 및 관리에 관한 법률 일부개정법률안,2023-09-26,보건복지위원회
2124711,전기안전관리법 일부개정법률안,2023-09-26,산업통상자원중소벤처기업위원회
2124721,통계법 일부개정법률안,2023-09-26,기획재정위원회
2124709,전기통신금융사기 피해 방지 및 피해금 환급에 관한 특별법 일부개정법률안,2023-09-26,정무위원회
2124744,보행안전 및 편의증진에 관한 법률 일부개정법률안,2023-09-26,행정안전위원회
2124701,소득세법 일부개정법률안,2023-09-26,기획재정위원회
2124702,먹는물관리법 일부개정법률안,2023-09-26,환경노동위원회
2124703,기상산업진흥법 일부개정법률안,2023-09-26,환경노동위원회
2124704,건축법 일부개정법률안,2023-09-26,국토교통위원회
2124705,발전소주변지역 지원에 관한 법률 일부개정법률안,2023-09-26,산업통상자원중소벤처기업위원회
2124706,인사청문회법 일부개정법률안,2023-09-26,국회운영위원회
2124708,고위공직자범죄수사처 설치 및 운영에 관한 법률 일부개정법률안,2023-09-26,법제사법위원회
2124710,국민건강보험법 일부개정법률안,2023-09-26,보건복지위원회
2124720,장애인복지법 일부개정법률안,2023-09-26,보건복지위원회
2124712,민사소송법 일부개정법률안,2023-09-26,법제사법위원회
2124713,장애인·노인 등을 위한 보조기기 지원 및 활용촉진에 관한 법률 일부개정법률안,2023-09-26,보건복지위원회
2124714,소득세법 일부개정법률안,2023-09-26,기획재정위원회
2124715,재난 및 안전관리 기본법 일부개정법률안,2023-09-26,행정안전위원회
2124716,공공주택 특별법 일부개정법률안,2023-09-26,국토교통위원회
2124717,수자원의 조사ㆍ계획 및 관리에 관한 법률 일부개정법률안,2023-09-26,환경노동위원회
2124718,민사소송법 일부개정법률안,2023-09-26,법제사법위원회
2124719,장애인·고령자 등 주거약자 지원에 관한 법률 일부개정법률안,2023-09-26,국토교통위원회
2124743,새만금사업 추진 및 지원에 관한 특별법 일부개정법률안,2023-09-26,국토교통위원회
2124707,지방세특례제한법 일부개정법률안,2023-09-26,행정안전위원회
2124745,산업기술의 유출방지 및 보호에 관한 법률 일부개정법률안,2023-09-26,산업통상자원중소벤처기업위원회
2124769,군인사법 일부개정법률안,2023-09-26,국방위원회
2124771,아동수당법 일부개정법률안,2023-09-26,보건복지위원회
2124772,기술보증기금법 일부개정법률안,2023-09-26,산업통상자원중소벤처기업위원회
2124773,환경영향평가법 일부개정법률안,2023-09-26,환경노동위원회
2124774,영산강·섬진강수계 물관리 및 주민지원 등에 관한 법률 일부개정법률안,2023-09-26,환경노동위원회
2124775,조세특례제한법 일부개정법률안,2023-09-26,기획재정위원회
2124776,소득세법 일부개정법률안,2023-09-26,기획재정위원회
2124777,수목원·정원의 조성 및 진흥에 관한 법률 일부개정법률안,2023-09-26,농림축산식품해양수산위원회
2124779,국세기본법 일부개정법률안,2023-09-26,기획재정위원회
2124780,국유재산특례제한법 일부개정법률안,2023-09-26,기획재정위원회
2124781,기후위기 대응을 위한 탄소중립ㆍ녹색성장 기본법 일부개정법률안,2023-09-26,환경노동위원회
2124782,북한이탈주민의 보호 및 정착지원에 관한 법률 일부개정법률안,2023-09-26,외교통일위원회
2124789,국토의 계획 및 이용에 관한 법률 일부개정법률안,2023-09-26,국토교통위원회
2124783,대중교통의 육성 및 이용촉진에 관한 법률 일부개정법률안,2023-09-26,국토교통위원회
2124784,공공주택 특별법 일부개정법률안,2023-09-26,국토교통위원회
2124785,신용보증기금법 일부개정법률안,2023-09-26,정무위원회
2124786,모빌리티 혁신 및 활성화 지원에 관한 법률 일부개정법률안,2023-09-26,국토교통위원회
2124787,복권 및 복권기금법 일부개정법률안,2023-09-26,기획재정위원회
2124788,관세법 일부개정법률안,2023-09-26,기획재정위원회
2124746,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2023-09-26,환경노동위원회
2124770,장애인복지법 일부개정법률안,2023-09-26,보건복지위원회
2124778,통일교육 지원법 일부개정법률안,2023-09-26,외교통일위원회
2124768,국민기초생활 보장법 일부개정법률안,2023-09-26,보건복지위원회
2124757,개발제한구역의 지정 및 관리에 관한 특별조치법 일부개정법률안,2023-09-26,국토교통위원회
2124767,재외국민등록법 일부개정법률안,2023-09-26,외교통일위원회
2124749,공익신고자 보호법 일부개정법률안,2023-09-26,정무위원회
2124750,유아교육법 일부개정법률안,2023-09-26,교육위원회
2124751,인사청문회법 일부개정법률안,2023-09-26,국회운영위원회
2124752,고용보험법 일부개정법률안,2023-09-26,환경노동위원회
2124753,주차장법 일부개정법률안,2023-09-26,국토교통위원회
2124754,재난 및 안전관리 기본법 일부개정법률안,2023-09-26,행정안전위원회
2124755,주거기본법 일부개정법률안,2023-09-26,국토교통위원회
2124756,국민건강보험법 일부개정법률안,2023-09-26,보건복지위원회
2124748,주택도시기금법 일부개정법률안,2023-09-26,국토교통위원회
2124758,남북교류협력에 관한 법률 일부개정법률안,2023-09-26,외교통일위원회
2124763,환경기술 및 환경산업 지원법 일부개정법률안,2023-09-26,환경노동위원회
2124759,산업안전보건법 일부개정법률안,2023-09-26,환경노동위원회
2124765,도로교통법 일부개정법률안,2023-09-26,행정안전위원회
2124764,학원의 설립·운영 및 과외교습에 관한 법률 일부개정법률안,2023-09-26,교육위원회
2124766,한부모가족지원법 일부개정법률안,2023-09-26,여성가족위원회
2124762,사면법 일부개정법률안,2023-09-26,법제사법위원회
2124761,건축법 일부개정법률안,2023-09-26,국토교통위원회
2124760,법원조직법 일부개정법률안,2023-09-26,법제사법위원회
2124667,문화산업진흥 기본법 일부개정법률안,2023-09-25,문화체육관광위원회
2124675,노인장기요양보험법 일부개정법률안,2023-09-25,보건복지위원회
2124674,국가재정법 일부개정법률안,2023-09-25,기획재정위원회
2124673,소상공인 대출부담 경감을 위한 특별조치법안,2023-09-25,산업통상자원중소벤처기업위원회
2124672,국가인권위원회법 일부개정법률안,2023-09-25,국회운영위원회
2124671,주택법 일부개정법률안,2023-09-25,국토교통위원회
2124676,전자상거래 등에서의 소비자보호에 관한 법률 일부개정법률안,2023-09-25,정무위원회
2124670,전세사기피해자 지원 및 주거안정에 관한 특별법 일부개정법률안,2023-09-25,국토교통위원회
2124669,국가재정법 일부개정법률안,2023-09-25,기획재정위원회
2124668,일본 후쿠시마 방사성오염수 해양방류에 따른 피해어업인등 지원에 관한 특별법안,2023-09-25,농림축산식품해양수산위원회
2124663,지방재정법 일부개정법률안,2023-09-25,행정안전위원회
2124666,대도시권 광역교통 관리에 관한 특별법 일부개정법률안,2023-09-25,국토교통위원회
2124665,공공주택 특별법 일부개정법률안,2023-09-25,국토교통위원회
2124664,고위공직자범죄수사처 설치 및 운영에 관한 법률 일부개정법률안,2023-09-25,법제사법위원회
2124662,학교급식법 일부개정법률안,2023-09-25,교육위원회
2124661,식품 등의 표시ㆍ광고에 관한 법률 일부개정법률안,2023-09-25,보건복지위원회
2124660,국가재정법 일부개정법률안,2023-09-25,기획재정위원회
2124659,근로복지기본법 일부개정법률안,2023-09-25,환경노동위원회
2124658,건축법 일부개정법률안,2023-09-25,국토교통위원회
2124678,도시 및 주거환경정비법 일부개정법률안,2023-09-25,국토교통위원회
2124677,소득세법 일부개정법률안,2023-09-25,기획재정위원회
2124681,고등교육법 일부개정법률안,2023-09-25,교육위원회
2124679,독립유공자예우에 관한 법률 일부개정법률안,2023-09-25,정무위원회
2124690,택시운송사업의 발전에 관한 법률 일부개정법률안,2023-09-25,국토교통위원회
2124680,실내공기질 관리법 일부개정법률안,2023-09-25,환경노동위원회
2124698,농어촌특별세법 일부개정법률안,2023-09-25,기획재정위원회
2124697,신용보증기금법 일부개정법률안,2023-09-25,정무위원회
2124696,건축법 일부개정법률안,2023-09-25,국토교통위원회
2124694,국제기구 분담금 관리에 관한 법률 일부개정법률안,2023-09-25,외교통일위원회
2124693,빈집 및 소규모주택 정비에 관한 특례법 일부개정법률안,2023-09-25,국토교통위원회
2124692,도시 및 주거환경정비법 일부개정법률안,2023-09-25,국토교통위원회
2124691,조세특례제한법 일부개정법률안,2023-09-25,기획재정위원회
2124695,국가를 당사자로 하는 계약에 관한 법률 일부개정법률안,2023-09-25,기획재정위원회
2124689,지방세특례제한법 일부개정법률안,2023-09-25,행정안전위원회
2124687,철도 지하화 및 지원에 관한 특별법안,2023-09-25,국토교통위원회
2124686,소득세법 일부개정법률안,2023-09-25,기획재정위원회
2124685,저작권법 일부개정법률안,2023-09-25,문화체육관광위원회
2124684,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2023-09-25,과학기술정보방송통신위원회
2124683,의료기기법 일부개정법률안,2023-09-25,보건복지위원회
2124682,조세특례제한법 일부개정법률안,2023-09-25,기획재정위원회
2124699,건설기술 진흥법 일부개정법률안,2023-09-25,국토교통위원회
2124688,수자원의 조사ㆍ계획 및 관리에 관한 법률 일부개정법률안,2023-09-25,환경노동위원회
2124639,하도급거래 공정화에 관한 법률 일부개정법률안,2023-09-22,정무위원회
2124643,음악산업진흥에 관한 법률 일부개정법률안,2023-09-22,문화체육관광위원회
2124642,한국원자력안전기술원법 일부개정법률안,2023-09-22,과학기술정보방송통신위원회
2124641,영화 및 비디오물의 진흥에 관한 법률 일부개정법률안,2023-09-22,문화체육관광위원회
2124640,삼차원프린팅산업 진흥법 일부개정법률안,2023-09-22,과학기술정보방송통신위원회
2124635,지방자치단체 보조금 관리에 관한 법률 일부개정법률안,2023-09-22,행정안전위원회
2124638,보조금 관리에 관한 법률 일부개정법률안,2023-09-22,기획재정위원회
2124637,표시·광고의 공정화에 관한 법률 일부개정법률안,2023-09-22,정무위원회
2124636,청년기본법 일부개정법률안,2023-09-22,정무위원회
2124634,대·중소기업 상생협력 촉진에 관한 법률 일부개정법률안,2023-09-22,산업통상자원중소벤처기업위원회
2124645,주택도시기금법 일부개정법률안,2023-09-22,국토교통위원회
2124644,음악산업진흥에 관한 법률 일부개정법률안,2023-09-22,문화체육관광위원회
2124648,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률 일부개정법률안,2023-09-22,보건복지위원회
2124646,영화 및 비디오물의 진흥에 관한 법률 일부개정법률안,2023-09-22,문화체육관광위원회
2124653,자연재해대책법 일부개정법률안,2023-09-22,행정안전위원회
2124647,전세사기피해자 지원 및 주거안정에 관한 특별법 일부개정법률안,2023-09-22,국토교통위원회
2124657,생명연구자원의 확보·관리 및 활용에 관한 법률 일부개정법률안,2023-09-22,과학기술정보방송통신위원회
2124655,도로교통법 일부개정법률안,2023-09-22,행정안전위원회
2124654,청년고용촉진 특별법 일부개정법률안,2023-09-22,환경노동위원회
2124656,고용정책 기본법 일부개정법률안,2023-09-22,환경노동위원회
2124652,대기관리권역의 대기환경개선에 관한 특별법 일부개정법률안,2023-09-22,환경노동위원회
2124651,전기통신사업법 일부개정법률안,2023-09-22,과학기술정보방송통신위원회
2124650,근로복지기본법 일부개정법률안,2023-09-22,환경노동위원회
2124649,공인중개사법 일부개정법률안,2023-09-22,국토교통위원회
2124608,도심항공교통 활용 촉진 및 지원에 관한 법률안(대안),2023-09-21,국토교통위원회
2124615,초·중등교육법 일부개정법률안(대안),2023-09-21,교육위원회
2124614,산업전환에 따른 고용안정 지원 등에 관한 법률안(대안),2023-09-21,환경노동위원회
2124612,생활물류서비스산업발전법 일부개정법률안(대안),2023-09-21,국토교통위원회
2124611,신행정수도 후속대책을 위한 연기·공주지역 행정중심복합도시 건설을 위한 특별법 일부개정법률안(대안),2023-09-21,국토교통위원회
2124610,도심융합특구 조성 및 육성에 관한 특별법안(대안),2023-09-21,국토교통위원회
2124609,공동주택관리법 일부개정법률안(대안),2023-09-21,국토교통위원회
2124590,산업기술의 유출방지 및 보호에 관한 법률 일부개정법률안,2023-09-21,산업통상자원중소벤처기업위원회
2124607,특정중대범죄 피의자 등 신상정보 공개에 관한 법률안(대안),2023-09-21,법제사법위원회
2124605,보험업법 일부개정법률안(대안),2023-09-21,정무위원회
2124594,행정조사기본법 일부개정법률안,2023-09-21,정무위원회
2124593,신에너지 및 재생에너지 개발·이용·보급 촉진법 일부개정법률안,2023-09-21,산업통상자원중소벤처기업위원회
2124589,생명윤리 및 안전에 관한 법률 일부개정법률안,2023-09-21,보건복지위원회
2124617,교육기본법 일부개정법률안(대안),2023-09-21,교육위원회
2124616,유아교육법 일부개정법률안(대안),2023-09-21,교육위원회
2124633,독점규제 및 공정거래에 관한 법률 일부개정법률안,2023-09-21,정무위원회
2124618,교원의 지위 향상 및 교육활동 보호를 위한 특별법 일부개정법률안(대안),2023-09-21,교육위원회
2124626,의료법 일부개정법률안(대안),2023-09-21,보건복지위원회
2124619,공유수면 관리 및 매립에 관한 법률 일부개정법률안,2023-09-21,농림축산식품해양수산위원회
2124632,원자력안전법 일부개정법률안,2023-09-21,과학기술정보방송통신위원회
2124631,담배사업법 일부개정법률안,2023-09-21,기획재정위원회
2124629,도로교통법 일부개정법률안(대안),2023-09-21,행정안전위원회
2124628,군인 재해보상법 일부개정법률안(대안),2023-09-21,국방위원회
2124627,군인연금법 일부개정법률안(대안),2023-09-21,국방위원회
2124630,병역법 일부개정법률안(대안),2023-09-21,국방위원회
2124625,담배의 유해성 관리에 관한 법률안(대안),2023-09-21,보건복지위원회
2124624,방위사업법 일부개정법률안(대안),2023-09-21,국방위원회
